name,rating,Goals_percentile,Shots_percentile,Shots on target_percentile,Assists_percentile,Accurate passes_percentile,Pass accuracy_percentile,Accurate long balls_percentile,Long ball accuracy_percentile,Chances created_percentile,Successful crosses_percentile,Cross accuracy_percentile,Dribbles_percentile,Dribbles success rate_percentile,Touches_percentile,Touches in opposition box_percentile,Dispossessed_percentile,Fouls won_percentile,Tackles won_percentile,Tackles won %_percentile,Duels won_percentile,Duels won %_percentile,Aerials won_percentile,Aerials won %_percentile,Interceptions_percentile,Blocked scoring attempt_percentile,Fouls committed_percentile,Recoveries_percentile,Possession won final 3rd_percentile,Dribbled past_percentile,Yellow cards_percentile,Red cards_percentile,Penalty goals_percentile,Penalties awarded_percentile,Penalties conceded_percentile
Woobens Pacius,6.57,88.23529411764706,76.47058823529412,66.66666666666666,0,7.84313725490196,27.450980392156865,23.52941176470588,90.19607843137256,18.62745098039216,43.13725490196079,96.07843137254902,50,41.17647058823529,7.84313725490196,50,29.411764705882355,39.21568627450981,18.62745098039216,87.25490196078431,46.07843137254902,20.588235294117645,86.27450980392157,60.78431372549019,15.68627450980392,56.86274509803921,79.41176470588235,5.88235294117647,68.62745098039215,81.37254901960785,18.62745098039216,100,NA,NA,NA
Joel Garcia,6.57,0,39.39393939393939,39.39393939393939,0,9.090909090909092,40.909090909090914,46.96969696969697,66.66666666666666,31.818181818181817,43.93939393939394,43.93939393939394,42.42424242424242,50,6.0606060606060606,45.45454545454545,68.18181818181817,48.48484848484848,19.696969696969695,40.909090909090914,15.151515151515152,42.42424242424242,31.818181818181817,16.666666666666664,13.636363636363637,57.57575757575758,22.727272727272727,25.75757575757576,39.39393939393939,89.39393939393939,62.121212121212125,7.575757575757576,NA,NA,NA
Kevon Lambert,6.57,0,55.46875,75.78125,0,26.5625,5.46875,12.5,5.46875,49.21875,42.1875,89.0625,17.1875,10.9375,31.25,80.46875,69.53125,75,44.53125,92.96875,98.4375,64.84375,100,87.5,53.125,40.625,93.75,91.40625,54.6875,85.9375,7.8125,1.5625,NA,NA,0.78125
Maliek Howell,6.56,0,78.125,52.083333333333336,0,72.91666666666666,97.91666666666666,60.416666666666664,94.79166666666666,25,NA,NA,78.125,100,57.291666666666664,40.625,11.458333333333332,39.58333333333333,53.125,8.333333333333332,48.95833333333333,79.16666666666666,37.5,63.541666666666664,69.79166666666666,68.75,33.33333333333333,91.66666666666666,NA,72.91666666666666,66.66666666666666,100,NA,NA,5.208333333333334
Nelson Blanco,6.56,0,51.51515151515152,48.48484848484848,0,16.666666666666664,48.48484848484848,33.33333333333333,78.78787878787878,90.9090909090909,86.36363636363636,93.93939393939394,77.27272727272727,68.18181818181817,10.606060606060606,69.6969696969697,39.39393939393939,86.36363636363636,28.78787878787879,93.93939393939394,31.818181818181817,18.181818181818183,12.12121212121212,4.545454545454546,9.090909090909092,68.18181818181817,63.63636363636363,18.181818181818183,NA,27.27272727272727,13.636363636363637,100,NA,100,NA
Bradley Sample,6.55,59.80392156862745,21.568627450980394,24.509803921568626,0,73.52941176470588,75.49019607843137,70.58823529411765,31.37254901960784,30.392156862745097,30.392156862745097,33.33333333333333,18.62745098039216,100,51.9607843137255,3.92156862745098,97.05882352941175,16.666666666666664,34.31372549019608,2.941176470588235,40.19607843137255,66.66666666666666,71.56862745098039,63.725490196078425,80.3921568627451,41.17647058823529,59.80392156862745,66.66666666666666,15.68627450980392,24.509803921568626,100,100,NA,NA,NA
Ramiz Hamouda,6.55,0,15.625,NA,0,88.54166666666666,78.125,46.875,48.95833333333333,60.416666666666664,NA,NA,79.16666666666666,61.458333333333336,88.54166666666666,30.208333333333332,3.125,77.08333333333334,86.45833333333334,43.75,64.58333333333334,25,31.25,13.541666666666666,41.66666666666667,73.95833333333334,65.625,67.70833333333334,87.5,59.375,7.291666666666667,100,NA,NA,NA
Akeem Ward,6.54,0,33.33333333333333,NA,0,59.09090909090909,62.121212121212125,43.93939393939394,59.09090909090909,81.81818181818183,51.51515151515152,46.96969696969697,60.60606060606061,46.96969696969697,66.66666666666666,34.84848484848485,56.060606060606055,77.27272727272727,65.15151515151516,31.818181818181817,53.03030303030303,21.21212121212121,3.0303030303030303,15.151515151515152,86.36363636363636,NA,95.45454545454544,71.21212121212122,45.45454545454545,16.666666666666664,6.0606060606060606,100,NA,NA,NA
Jaden Servania,6.54,83.33333333333334,42.42424242424242,51.51515151515152,0,13.636363636363637,39.39393939393939,9.090909090909092,12.12121212121212,25.75757575757576,28.78787878787879,31.818181818181817,51.51515151515152,40.909090909090914,3.0303030303030303,16.666666666666664,19.696969696969695,71.21212121212122,66.66666666666666,59.09090909090909,42.42424242424242,28.78787878787879,6.0606060606060606,3.0303030303030303,6.0606060606060606,69.6969696969697,37.878787878787875,16.666666666666664,53.03030303030303,51.51515151515152,40.909090909090914,100,NA,NA,NA
Luke Ivanovic,6.53,92.1875,93.75,98.4375,0,7.03125,45.3125,7.03125,35.15625,34.375,39.84375,29.6875,57.8125,16.40625,1.5625,89.0625,13.28125,56.25,77.34375,93.75,35.9375,21.09375,25.78125,11.71875,38.28125,NA,38.28125,50,50.78125,88.28125,71.875,100,NA,NA,NA
Augustine Williams,6.53,19.230769230769234,42.30769230769231,38.46153846153847,0,28.846153846153843,30.76923076923077,34.61538461538461,78.84615384615384,11.538461538461538,48.07692307692308,44.230769230769226,92.3076923076923,92.3076923076923,30.76923076923077,40.38461538461539,23.076923076923077,36.53846153846153,42.30769230769231,28.846153846153843,71.15384615384616,51.92307692307693,67.3076923076923,51.92307692307693,40.38461538461539,80.76923076923077,53.84615384615385,63.46153846153846,100,36.53846153846153,36.53846153846153,100,NA,NA,NA
Michee Ngalina,6.53,50,38.23529411764706,79.41176470588235,0,19.607843137254903,25.49019607843137,26.47058823529412,51.9607843137255,42.15686274509804,26.47058823529412,39.21568627450981,92.15686274509804,79.41176470588235,13.725490196078432,67.64705882352942,22.54901960784314,63.725490196078425,2.941176470588235,11.76470588235294,58.82352941176471,57.84313725490197,60.78431372549019,45.09803921568628,23.52941176470588,NA,22.54901960784314,67.64705882352942,28.431372549019606,76.47058823529412,100,100,95.09803921568628,NA,NA
Juan Herrera,6.53,73.07692307692307,59.61538461538461,26.923076923076923,82.6923076923077,53.84615384615385,26.923076923076923,63.46153846153846,69.23076923076923,23.076923076923077,NA,NA,17.307692307692307,65.38461538461539,57.692307692307686,73.07692307692307,11.538461538461538,94.23076923076924,19.230769230769234,100,94.23076923076924,63.46153846153846,96.15384615384616,75,NA,34.61538461538461,96.15384615384616,25,44.230769230769226,76.92307692307693,15.384615384615383,100,NA,94.23076923076924,NA
Dariusz Formella,6.52,44.11764705882353,44.11764705882353,42.15686274509804,81.37254901960785,48.03921568627451,61.76470588235294,47.05882352941176,49.01960784313725,28.431372549019606,NA,NA,10.784313725490197,16.666666666666664,23.52941176470588,73.52941176470588,63.725490196078425,34.31372549019608,36.27450980392157,28.431372549019606,15.68627450980392,39.21568627450981,39.21568627450981,64.70588235294117,67.64705882352942,31.37254901960784,21.568627450980394,8.823529411764707,50.98039215686274,33.33333333333333,61.76470588235294,100,NA,NA,NA
Luis Paredes,6.51,76.5625,97.65625,89.0625,0,6.25,25.78125,14.84375,26.5625,53.90625,72.65625,64.0625,87.5,42.96875,5.46875,93.75,9.375,47.65625,63.28125,75.78125,39.0625,9.375,NA,NA,10.15625,97.65625,91.40625,37.5,58.59375,10.15625,35.15625,3.125,97.65625,NA,NA
Daniel Trejo,6.5,41.17647058823529,33.33333333333333,49.01960784313725,0,55.88235294117647,72.54901960784314,54.90196078431373,67.64705882352942,29.411764705882355,36.27450980392157,27.450980392156865,27.450980392156865,15.68627450980392,47.05882352941176,32.35294117647059,65.68627450980392,21.568627450980394,79.41176470588235,56.86274509803921,21.568627450980394,28.431372549019606,26.47058823529412,21.568627450980394,68.62745098039215,26.47058823529412,23.52941176470588,35.294117647058826,29.411764705882355,60.78431372549019,49.01960784313725,100,NA,NA,NA
Emil Cuello,6.5,0,75.75757575757575,NA,0,83.33333333333334,50,72.72727272727273,34.84848484848485,71.21212121212122,93.93939393939394,81.81818181818183,78.78787878787878,37.878787878787875,96.96969696969695,48.48484848484848,78.78787878787878,81.81818181818183,60.60606060606061,63.63636363636363,56.060606060606055,57.57575757575758,18.181818181818183,18.181818181818183,21.21212121212121,81.81818181818183,84.84848484848484,81.81818181818183,NA,77.27272727272727,4.545454545454546,100,NA,NA,NA
Diogo Pacheco,6.48,69.6078431372549,82.35294117647058,87.25490196078431,78.43137254901961,12.745098039215684,0.9803921568627452,NA,NA,26.47058823529412,38.23529411764706,63.725490196078425,44.11764705882353,20.588235294117645,27.450980392156865,84.31372549019608,41.17647058823529,11.76470588235294,19.607843137254903,51.9607843137255,33.33333333333333,11.76470588235294,87.25490196078431,55.88235294117647,55.88235294117647,50,52.94117647058824,2.941176470588235,NA,65.68627450980392,15.68627450980392,100,NA,NA,NA
Adrien Perez,6.48,53.92156862745098,90.19607843137256,84.31372549019608,66.66666666666666,26.47058823529412,15.68627450980392,61.76470588235294,78.43137254901961,12.745098039215684,58.82352941176471,54.90196078431373,78.43137254901961,49.01960784313725,46.07843137254902,65.68627450980392,0.9803921568627452,45.09803921568628,59.80392156862745,44.11764705882353,70.58823529411765,21.568627450980394,77.45098039215686,57.84313725490197,25.49019607843137,93.1372549019608,84.31372549019608,75.49019607843137,95.09803921568628,57.84313725490197,24.509803921568626,100,NA,NA,NA
Wesley Leggett,6.47,63.46153846153846,78.84615384615384,25,0,32.69230769230769,51.92307692307693,NA,NA,19.230769230769234,76.92307692307693,51.92307692307693,NA,NA,61.53846153846154,46.15384615384615,55.769230769230774,96.15384615384616,63.46153846153846,57.692307692307686,92.3076923076923,90.3846153846154,82.6923076923077,88.46153846153845,90.3846153846154,96.15384615384616,48.07692307692308,84.61538461538461,84.61538461538461,67.3076923076923,5.769230769230769,100,NA,NA,NA
Ethan Bryant,6.47,0,85.15625,86.71875,0,57.8125,57.03125,40.625,64.84375,82.03125,94.53125,60.15625,47.65625,53.125,72.65625,74.21875,14.0625,64.84375,43.75,28.125,60.9375,50.78125,65.625,35.9375,88.28125,57.03125,18.75,9.375,NA,42.96875,50.78125,100,NA,NA,NA
Juan Agudelo,6.46,26.923076923076923,48.07692307692308,44.230769230769226,0,80.76923076923077,57.692307692307686,86.53846153846155,78.84615384615384,51.92307692307693,NA,NA,42.30769230769231,26.923076923076923,76.92307692307693,75,59.61538461538461,63.46153846153846,86.53846153846155,57.692307692307686,53.84615384615385,38.46153846153847,44.230769230769226,48.07692307692308,NA,61.53846153846154,67.3076923076923,48.07692307692308,90.3846153846154,11.538461538461538,19.230769230769234,100,NA,NA,NA
Elias Gärtig,6.45,0,13.541666666666666,39.58333333333333,0,42.70833333333333,73.95833333333334,89.58333333333334,91.66666666666666,56.25,NA,NA,48.95833333333333,100,19.791666666666664,28.125,100,33.33333333333333,4.166666666666666,75,11.458333333333332,23.958333333333336,38.54166666666667,53.125,14.583333333333334,54.166666666666664,73.95833333333334,7.291666666666667,NA,85.41666666666666,17.708333333333336,100,NA,NA,NA
Deshane Beckford,6.45,64.70588235294117,78.43137254901961,93.1372549019608,0,23.52941176470588,40.19607843137255,14.705882352941178,8.823529411764707,4.901960784313726,NA,NA,77.45098039215686,39.21568627450981,29.411764705882355,37.25490196078432,15.68627450980392,44.11764705882353,88.23529411764706,79.41176470588235,50,27.450980392156865,NA,NA,49.01960784313725,86.27450980392157,54.90196078431373,93.1372549019608,65.68627450980392,50,21.568627450980394,100,NA,95.09803921568628,NA
Joseph Farrell,6.45,0,73.95833333333334,55.208333333333336,91.66666666666666,37.5,16.666666666666664,80.20833333333334,26.041666666666668,70.83333333333334,NA,NA,60.416666666666664,67.70833333333334,43.75,93.75,36.45833333333333,59.375,8.333333333333332,9.375,59.375,13.541666666666666,80.20833333333334,15.625,45.83333333333333,NA,31.25,18.75,NA,16.666666666666664,100,4.166666666666666,NA,NA,NA
Juan Tejada,6.44,17.307692307692307,9.615384615384617,13.461538461538462,0,40.38461538461539,71.15384615384616,46.15384615384615,38.46153846153847,7.6923076923076925,55.769230769230774,57.692307692307686,90.3846153846154,51.92307692307693,32.69230769230769,1.9230769230769231,86.53846153846155,34.61538461538461,28.846153846153843,17.307692307692307,26.923076923076923,48.07692307692308,21.153846153846153,25,88.46153846153845,26.923076923076923,32.69230769230769,55.769230769230774,48.07692307692308,78.84615384615384,38.46153846153847,100,NA,NA,NA
Yosuke Hanya,6.43,0,51.9607843137255,20.588235294117645,73.52941176470588,17.647058823529413,70.58823529411765,40.19607843137255,69.6078431372549,52.94117647058824,51.9607843137255,59.80392156862745,46.07843137254902,12.745098039215684,14.705882352941178,79.41176470588235,45.09803921568628,52.94117647058824,58.82352941176471,67.64705882352942,34.31372549019608,29.411764705882355,32.35294117647059,71.56862745098039,27.450980392156865,65.68627450980392,71.56862745098039,21.568627450980394,73.52941176470588,91.17647058823528,12.745098039215684,100,NA,NA,NA
Joseph-Claude Gyau,6.43,45.09803921568628,27.450980392156865,16.666666666666664,0,50,89.2156862745098,48.03921568627451,75.49019607843137,60.78431372549019,77.45098039215686,63.725490196078425,61.76470588235294,41.17647058823529,48.03921568627451,47.05882352941176,35.294117647058826,35.294117647058826,24.509803921568626,11.76470588235294,38.23529411764706,33.33333333333333,59.80392156862745,55.88235294117647,20.588235294117645,32.35294117647059,25.49019607843137,25.49019607843137,12.745098039215684,74.50980392156863,100,100,NA,NA,NA
Joseph Brito,6.43,30.76923076923077,53.84615384615385,63.46153846153846,0,92.3076923076923,84.61538461538461,73.07692307692307,42.30769230769231,26.923076923076923,84.61538461538461,67.3076923076923,21.153846153846153,17.307692307692307,90.3846153846154,63.46153846153846,78.84615384615384,84.61538461538461,34.61538461538461,21.153846153846153,32.69230769230769,100,9.615384615384617,78.84615384615384,82.6923076923077,63.46153846153846,1.9230769230769231,78.84615384615384,82.6923076923077,63.46153846153846,100,100,NA,NA,NA
Sam Gleadle,6.43,48.07692307692308,34.61538461538461,59.61538461538461,88.46153846153845,13.461538461538462,7.6923076923076925,NA,NA,67.3076923076923,NA,NA,36.53846153846153,65.38461538461539,15.384615384615383,53.84615384615385,96.15384615384616,15.384615384615383,90.3846153846154,57.692307692307686,25,26.923076923076923,28.846153846153843,11.538461538461538,55.769230769230774,NA,38.46153846153847,32.69230769230769,86.53846153846155,28.846153846153843,30.76923076923077,100,NA,NA,NA
Tabort Etaka Preston,6.42,0,84.31372549019608,95.09803921568628,60.78431372549019,10.784313725490197,18.62745098039216,31.37254901960784,37.25490196078432,19.607843137254903,65.68627450980392,38.23529411764706,66.66666666666666,37.25490196078432,28.431372549019606,70.58823529411765,70.58823529411765,77.45098039215686,70.58823529411765,79.41176470588235,87.25490196078431,47.05882352941176,97.05882352941175,64.70588235294117,78.43137254901961,81.37254901960785,80.3921568627451,97.05882352941175,45.09803921568628,51.9607843137255,30.392156862745097,100,NA,NA,NA
Johnny Klein,6.42,77.45098039215686,79.41176470588235,96.07843137254902,0,50.98039215686274,35.294117647058826,67.64705882352942,32.35294117647059,21.568627450980394,53.92156862745098,88.23529411764706,55.88235294117647,85.29411764705883,52.94117647058824,74.50980392156863,46.07843137254902,62.74509803921568,8.823529411764707,11.76470588235294,47.05882352941176,67.64705882352942,69.6078431372549,38.23529411764706,86.27450980392157,69.6078431372549,5.88235294117647,95.09803921568628,27.450980392156865,77.45098039215686,100,100,NA,NA,NA
Sebastian Tregarthen,6.42,65.68627450980392,23.52941176470588,30.392156862745097,0,28.431372549019606,20.588235294117645,35.294117647058826,19.607843137254903,61.76470588235294,79.41176470588235,78.43137254901961,90.19607843137256,44.11764705882353,65.68627450980392,38.23529411764706,36.27450980392157,73.52941176470588,54.90196078431373,11.76470588235294,81.37254901960785,32.35294117647059,54.90196078431373,41.17647058823529,83.33333333333334,47.05882352941176,74.50980392156863,77.45098039215686,41.17647058823529,8.823529411764707,50,100,NA,NA,NA
Alassane Diouf,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Rutz,6.4,40.38461538461539,3.8461538461538463,17.307692307692307,57.692307692307686,63.46153846153846,46.15384615384615,65.38461538461539,88.46153846153845,34.61538461538461,57.692307692307686,51.92307692307693,59.61538461538461,94.23076923076924,46.15384615384615,13.461538461538462,48.07692307692308,11.538461538461538,80.76923076923077,80.76923076923077,30.76923076923077,28.846153846153843,48.07692307692308,36.53846153846153,67.3076923076923,19.230769230769234,44.230769230769226,42.30769230769231,46.15384615384615,30.76923076923077,11.538461538461538,100,NA,NA,NA
Morey Doner,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edison Azcona,6.39,0,6.862745098039216,NA,0,46.07843137254902,33.33333333333333,80.3921568627451,74.50980392156863,11.76470588235294,NA,NA,84.31372549019608,51.9607843137255,54.90196078431373,18.62745098039216,47.05882352941176,95.09803921568628,25.49019607843137,11.76470588235294,74.50980392156863,46.07843137254902,9.803921568627452,11.76470588235294,95.09803921568628,36.27450980392157,95.09803921568628,78.43137254901961,32.35294117647059,4.901960784313726,11.76470588235294,100,NA,NA,NA
Jonas Fjeldberg,6.38,82.35294117647058,94.11764705882352,22.54901960784314,89.2156862745098,25.49019607843137,12.745098039215684,20.588235294117645,11.76470588235294,49.01960784313725,NA,NA,76.47058823529412,19.607843137254903,59.80392156862745,89.2156862745098,4.901960784313726,58.82352941176471,11.76470588235294,11.76470588235294,37.25490196078432,5.88235294117647,20.588235294117645,11.76470588235294,41.17647058823529,100,45.09803921568628,52.94117647058824,69.6078431372549,NA,25.49019607843137,100,NA,97.05882352941175,NA
Ryan Spaulding,6.38,0,34.375,47.65625,0,9.375,28.90625,NA,NA,25,75,66.40625,90.625,30.46875,19.53125,72.65625,6.25,69.53125,33.59375,57.03125,73.4375,36.71875,69.53125,74.21875,64.84375,46.875,21.09375,57.8125,65.625,76.5625,100,100,NA,NA,NA
Stefan Lukic,6.37,76.47058823529412,97.05882352941175,88.23529411764706,0,34.31372549019608,1.96078431372549,49.01960784313725,51.9607843137255,14.705882352941178,NA,NA,31.37254901960784,60.78431372549019,44.11764705882353,85.29411764705883,34.31372549019608,57.84313725490197,32.35294117647059,51.9607843137255,57.84313725490197,26.47058823529412,90.19607843137256,60.78431372549019,NA,98.0392156862745,68.62745098039215,10.784313725490197,NA,30.392156862745097,100,100,NA,NA,NA
Christopher Pearson,6.36,0,42.96875,NA,0,46.875,48.4375,89.84375,45.3125,21.875,53.125,82.8125,45.3125,100,25.78125,NA,57.03125,12.5,53.125,82.8125,7.8125,57.8125,15.625,35.9375,11.71875,38.28125,10.15625,83.59375,75,54.6875,68.75,100,NA,NA,NA
Zachary Zandi,6.36,0,56.25,74.21875,0,39.0625,74.21875,35.9375,64.0625,7.8125,NA,NA,43.75,77.34375,13.28125,46.875,64.84375,78.125,17.96875,48.4375,42.96875,75.78125,59.375,51.5625,58.59375,43.75,35.9375,14.0625,42.1875,71.09375,100,5.46875,NA,NA,NA
Taimu Okiyoshi,6.36,0,0,NA,0,93.75,80.46875,60.15625,33.59375,20.3125,68.75,93.75,30.46875,100,95.3125,28.90625,18.75,6.25,78.125,25,19.53125,82.8125,13.28125,100,89.0625,NA,48.4375,74.21875,83.59375,NA,100,100,NA,NA,NA
Anthony Fontana,6.36,65.68627450980392,73.52941176470588,30.392156862745097,0,52.94117647058824,78.43137254901961,51.9607843137255,71.56862745098039,22.54901960784314,68.62745098039215,83.33333333333334,49.01960784313725,58.82352941176471,25.49019607843137,42.15686274509804,43.13725490196079,31.37254901960784,26.47058823529412,60.78431372549019,10.784313725490197,15.68627450980392,18.62745098039216,45.09803921568628,18.62745098039216,90.19607843137256,78.43137254901961,16.666666666666664,41.17647058823529,61.76470588235294,20.588235294117645,1.96078431372549,NA,NA,NA
Beverly Makangila,6.34,0,8.59375,NA,0,32.03125,72.65625,36.71875,46.09375,10.15625,NA,NA,26.5625,22.65625,4.6875,13.28125,56.25,32.03125,82.8125,77.34375,40.625,60.9375,67.1875,85.15625,57.8125,28.90625,64.84375,61.71875,78.125,78.90625,47.65625,2.34375,NA,NA,NA
Justin Rasmussen,6.34,95.45454545454544,74.24242424242425,74.24242424242425,0,0,0,13.636363636363637,4.545454545454546,87.87878787878788,75.75757575757575,71.21212121212122,NA,NA,0,33.33333333333333,48.48484848484848,15.151515151515152,21.21212121212121,25.75757575757576,10.606060606060606,31.818181818181817,57.57575757575758,83.33333333333334,48.48484848484848,NA,27.27272727272727,10.606060606060606,68.18181818181817,80.3030303030303,100,100,NA,NA,NA
Cory Burke,6.32,59.61538461538461,50,34.61538461538461,0,1.9230769230769231,1.9230769230769231,55.769230769230774,51.92307692307693,17.307692307692307,NA,NA,75,55.769230769230774,19.230769230769234,59.61538461538461,17.307692307692307,69.23076923076923,71.15384615384616,53.84615384615385,90.3846153846154,57.692307692307686,90.3846153846154,57.692307692307686,NA,78.84615384615384,84.61538461538461,13.461538461538462,15.384615384615383,71.15384615384616,48.07692307692308,100,NA,NA,NA
Nate Jones,6.32,0,19.791666666666664,NA,0,50,76.04166666666666,88.54166666666666,90.625,37.5,84.375,88.54166666666666,87.5,61.458333333333336,34.375,27.083333333333332,51.041666666666664,14.583333333333334,38.54166666666667,43.75,15.625,28.125,22.916666666666664,34.375,18.75,77.08333333333334,53.125,3.125,NA,NA,16.666666666666664,100,NA,NA,NA
Illal Osumanu,6.31,0,0,NA,0,87.87878787878788,53.03030303030303,71.21212121212122,18.181818181818183,NA,NA,NA,13.636363636363637,100,56.060606060606055,NA,65.15151515151516,NA,4.545454545454546,25.75757575757576,9.090909090909092,6.0606060606060606,83.33333333333334,50,57.57575757575758,NA,90.9090909090909,7.575757575757576,NA,NA,59.09090909090909,100,NA,NA,NA
Riley Bidois,6.3,65.38461538461539,82.6923076923077,84.61538461538461,0,75,86.53846153846155,59.61538461538461,100,63.46153846153846,NA,NA,88.46153846153845,50,78.84615384615384,94.23076923076924,0,75,67.3076923076923,44.230769230769226,55.769230769230774,23.076923076923077,26.923076923076923,13.461538461538462,80.76923076923077,42.30769230769231,78.84615384615384,61.53846153846154,88.46153846153845,NA,3.8461538461538463,100,NA,NA,NA
Daniel Gomez,6.29,0,13.28125,34.375,73.4375,50,46.875,28.90625,21.875,35.15625,35.9375,37.5,27.34375,22.65625,33.59375,14.0625,65.625,28.90625,39.0625,48.4375,14.0625,4.6875,39.84375,10.9375,14.0625,NA,85.9375,59.375,63.28125,37.5,26.5625,100,NA,NA,NA
Lucas Santiago Melano,6.29,43.13725490196079,41.17647058823529,50,52.94117647058824,14.705882352941178,14.705882352941178,7.84313725490196,7.84313725490196,24.509803921568626,37.25490196078432,50,21.568627450980394,27.450980392156865,10.784313725490197,55.88235294117647,17.647058823529413,8.823529411764707,40.19607843137255,67.64705882352942,20.588235294117645,13.725490196078432,76.47058823529412,68.62745098039215,37.25490196078432,27.450980392156865,69.6078431372549,15.68627450980392,44.11764705882353,59.80392156862745,17.647058823529413,100,NA,NA,2.941176470588235
Edward Kizza,6.28,50,7.6923076923076925,42.30769230769231,59.61538461538461,76.92307692307693,82.6923076923077,76.92307692307693,90.3846153846154,50,69.23076923076923,88.46153846153845,NA,NA,48.07692307692308,26.923076923076923,25,44.230769230769226,38.46153846153847,17.307692307692307,34.61538461538461,15.384615384615383,36.53846153846153,15.384615384615383,73.07692307692307,NA,57.692307692307686,82.6923076923077,13.461538461538462,75,28.846153846153843,100,NA,NA,0
Stefan Stojanovic,6.28,0,42.15686274509804,67.64705882352942,69.6078431372549,8.823529411764707,7.84313725490196,11.76470588235294,22.54901960784314,13.725490196078432,NA,NA,17.647058823529413,12.745098039215684,6.862745098039216,49.01960784313725,67.64705882352942,15.68627450980392,30.392156862745097,67.64705882352942,25.49019607843137,3.92156862745098,83.33333333333334,33.33333333333333,NA,23.52941176470588,92.15686274509804,7.84313725490196,36.27450980392157,85.29411764705883,100,100,NA,NA,NA
Deian Veron,6.27,0,39.21568627450981,NA,0,89.2156862745098,28.431372549019606,88.23529411764706,20.588235294117645,47.05882352941176,91.17647058823528,90.19607843137256,52.94117647058824,91.17647058823528,89.2156862745098,7.84313725490196,91.17647058823528,6.862745098039216,17.647058823529413,1.96078431372549,59.80392156862745,48.03921568627451,94.11764705882352,94.11764705882352,NA,24.509803921568626,100,54.90196078431373,NA,19.607843137254903,0.9803921568627452,100,NA,NA,0
Darius Johnson,6.26,44.230769230769226,30.76923076923077,53.84615384615385,86.53846153846155,55.769230769230774,96.15384615384616,75,51.92307692307693,48.07692307692308,67.3076923076923,51.92307692307693,63.46153846153846,40.38461538461539,51.92307692307693,67.3076923076923,30.76923076923077,90.3846153846154,71.15384615384616,51.92307692307693,61.53846153846154,38.46153846153847,19.230769230769234,28.846153846153843,53.84615384615385,65.38461538461539,75,19.230769230769234,57.692307692307686,5.769230769230769,100,100,NA,NA,NA
Carl Sainte,6.25,0,32.29166666666667,56.25,0,61.458333333333336,90.625,68.75,97.91666666666666,NA,NA,NA,91.66666666666666,72.91666666666666,28.125,5.208333333333334,100,18.75,75,43.75,23.958333333333336,88.54166666666666,7.291666666666667,97.91666666666666,33.33333333333333,71.875,62.5,72.91666666666666,NA,NA,100,3.125,NA,NA,NA
Adam Larsson,6.25,23.076923076923077,28.846153846153843,23.076923076923077,65.38461538461539,0,61.53846153846154,36.53846153846153,51.92307692307693,55.769230769230774,NA,NA,38.46153846153847,65.38461538461539,0,25,69.23076923076923,13.461538461538462,NA,NA,0,7.6923076923076925,3.8461538461538463,5.769230769230769,NA,21.153846153846153,21.153846153846153,11.538461538461538,30.76923076923077,73.07692307692307,50,100,NA,NA,NA
Josh O'Brien,6.24,0,11.71875,NA,0,17.96875,15.625,32.8125,7.03125,NA,47.65625,100,NA,NA,3.90625,12.5,100,34.375,38.28125,85.9375,17.96875,46.09375,82.8125,57.8125,27.34375,NA,40.625,32.03125,NA,70.3125,17.1875,100,NA,NA,NA
Francesco Celeste,6.22,0,4.901960784313726,25.49019607843137,0,92.15686274509804,90.19607843137256,64.70588235294117,22.54901960784314,51.9607843137255,61.76470588235294,39.21568627450981,NA,NA,91.17647058823528,20.588235294117645,50,82.35294117647058,77.45098039215686,100,41.17647058823529,17.647058823529413,42.15686274509804,16.666666666666664,47.05882352941176,NA,50,74.50980392156863,37.25490196078432,34.31372549019608,1.96078431372549,100,NA,98.0392156862745,NA
Hayden White,6.21,0,0,NA,0,22.727272727272727,37.878787878787875,81.81818181818183,87.87878787878788,30.303030303030305,34.84848484848485,25.75757575757576,16.666666666666664,24.24242424242424,18.181818181818183,NA,86.36363636363636,45.45454545454545,46.96969696969697,87.87878787878788,18.181818181818183,16.666666666666664,42.42424242424242,43.93939393939394,33.33333333333333,NA,89.39393939393939,13.636363636363637,89.39393939393939,83.33333333333334,57.57575757575758,0,NA,NA,4.545454545454546
Adewale Abdulgafar Obalola,6.19,0,5.769230769230769,NA,0,46.15384615384615,21.153846153846153,92.3076923076923,51.92307692307693,80.76923076923077,80.76923076923077,57.692307692307686,94.23076923076924,88.46153846153845,69.23076923076923,23.076923076923077,36.53846153846153,88.46153846153845,100,86.53846153846155,88.46153846153845,61.53846153846154,40.38461538461539,59.61538461538461,96.15384615384616,28.846153846153843,94.23076923076924,90.3846153846154,50,0,9.615384615384617,0,NA,NA,NA
