"","Player","Team","Season","Position","Minutes","Dribbling","Fouling","Interrupting","Passing","Receiving","Shooting","Goals Added"
"","Maboumou Alassane","AVA","2025","FB","463","-0.20","-0.09","0.01","-0.09","-0.10","-0.07","-0.55"
"","Clay Dimick","CLT","2025","FB","806","-0.22","-0.01","-0.17","-0.03","-0.07","-0.06","-0.56"
"","Tobi Jnohope","CHA","2025","CB","316","-0.01","-0.19","-0.10","-0.17","-0.07","-0.04","-0.57"
"","Luka Prpa","FCN","2025","ST","601","-0.10","-0.07","-0.03","0.04","-0.33","-0.11","-0.60"
"","James Vaughan","RIC","2025","DM","501","-0.14","-0.01","-0.30","-0.01","-0.11","-0.06","-0.62"
"","Guilherme França","RIC","2025","CB","628","-0.05","-0.01","-0.33","-0.12","-0.12","-0.00","-0.63"
"","Solomon Asante","TXO","2025","AM","578","0.01","-0.07","-0.04","-0.27","-0.18","-0.08","-0.63"
"","Christopher Heckenberg","FCN","2025","DM","731","-0.05","0.02","0.02","-0.13","-0.33","-0.16","-0.64"
"","Zahir Vasquez","CHA","2025","ST","326","-0.81","-0.02","0.05","-0.06","0.26","-0.05","-0.64"
"","Julian Cisneros","FCN","2025","FB","776","-0.11","-0.06","-0.34","-0.09","-0.07","0.03","-0.65"
"","Kevin O'Connor","FCN","2025","CM","779","0.11","0.06","-0.34","-0.32","-0.13","-0.10","-0.72"
"","David Mason","TXO","2025","FB","567","-0.00","-0.27","0.05","-0.25","-0.20","-0.10","-0.77"
"","Jackson Kasanzu","TRM","2025","CB","508","-0.05","-0.44","-0.17","-0.09","-0.02","-0.02","-0.79"
"","Stephen Payne","WES","2025","FB","682","-0.02","0.05","-0.62","-0.08","-0.10","-0.08","-0.85"
"","Noah Powder","WES","2025","W","532","0.08","-0.08","-0.10","-0.13","-0.47","-0.23","-0.93"
"","Jose Carlos Anguiano","GVL","2025","DM","498","0.03","0.01","-0.85","0.00","-0.13","-0.07","-1.02"
"","Griffin Garnett","RIC","2025","CB","640","-0.23","0.07","-0.47","-0.27","-0.06","-0.07","-1.04"
"","Sean Vinberg","POR","2025","CB","607","-0.02","-0.16","-0.62","-0.19","-0.13","-0.05","-1.16"
"","Declan Watters","CHA","2025","CB","726","-0.61","-0.19","-0.47","-0.59","0.52","-0.09","-1.43"
